Depth (m),del18O,Age (yrs BP),temperature
1594.45,-36.27,11099.0,-33.69
1595.0,-36.81,11107.0,-34.49
1595.55,-36.17,11115.0,-33.54
1596.1,-36.23,11123.0,-33.63
1596.65,-35.19,11131.0,-32.07
1597.2,-35.76,11138.0,-32.93
1597.75,-37.19,11146.0,-35.06
1598.3,-35.89,11155.0,-33.12
1598.85,-36.08,11162.0,-33.4
1599.4,-38.0,11170.0,-36.27
1599.95,-36.51,11180.0,-34.04
1600.5,-36.88,11188.0,-34.6
1601.05,-36.56,11197.0,-34.12
1601.6,-37.58,11205.0,-35.64
1602.15,-37.19,11214.0,-35.06
1602.7,-36.38,11223.0,-33.85
1603.25,-37.89,11231.0,-36.1
1603.8,-37.3,11241.0,-35.22
1604.35,-37.51,11250.0,-35.54
1604.9,-38.44,11259.0,-36.93
1605.45,-38.35,11270.0,-36.79
1606.0,-38.04,11280.0,-36.33
1606.55,-36.63,11290.0,-34.22
1607.1,-38.5,11298.0,-37.01
1607.65,-37.81,11309.0,-35.99
1608.2,-37.15,11319.0,-35.0
1608.75,-37.93,11328.0,-36.16
1609.3,-37.99,11337.0,-36.25
1609.85,-36.55,11347.0,-34.1
1610.4,-36.99,11356.0,-34.76
1610.95,-36.84,11364.0,-34.54
1611.5,-36.37,11373.0,-33.84
1612.05,-37.75,11381.0,-35.9
1612.6,-37.54,11391.0,-35.58
1613.15,-37.17,11400.0,-35.03
1613.7,-35.51,11409.0,-32.55
1614.25,-35.93,11417.0,-33.18
1614.8,-36.36,11425.0,-33.82
1615.35,-36.37,11433.0,-33.84
1615.9,-37.49,11441.0,-35.51
1616.45,-35.82,11450.0,-33.01
1617.0,-37.02,11458.0,-34.81
1617.55,-36.83,11467.0,-34.52
1618.1,-36.36,11476.0,-33.82
1618.65,-37.48,11484.0,-35.49
1619.2,-36.22,11493.0,-33.61
1619.75,-36.14,11502.0,-33.49
1620.3,-38.62,11510.0,-37.19
1620.85,-35.77,11521.0,-32.94
1621.4,-36.78,11528.0,-34.45
1621.95,-37.73,11537.0,-35.87
1622.5,-37.85,11547.0,-36.04
1623.05,-38.77,11557.0,-37.42
1623.6,-38.67,11568.0,-37.27
1624.15,-40.83,11579.0,-40.49
1624.7,-40.79,11596.0,-40.43
1625.25,-39.46,11612.0,-38.45
1625.8,-39.1,11624.0,-37.91
1626.35,-39.91,11636.0,-39.12
1626.9,-40.57,11650.0,-40.1
1627.45,-42.22,11666.0,-42.57
1628.0,-38.92,11688.0,-37.64
1628.55,-40.28,11699.0,-39.67
1629.1,-41.84,11714.0,-42.0
1629.65,-39.07,11734.0,-37.87
1630.2,-40.93,11746.0,-40.64
1630.75,-41.69,11763.0,-41.78
1631.3,-40.77,11783.0,-40.4
1631.85,-39.87,11799.0,-39.06
1632.4,-40.61,11812.0,-40.16
1632.95,-39.5,11828.0,-38.51
1633.5,-39.44,11841.0,-38.42
1634.05,-41.08,11854.0,-40.87
1634.6,-40.08,11871.0,-39.37
1635.15,-40.32,11886.0,-39.73
1635.7,-40.14,11901.0,-39.46
1636.25,-39.98,11915.0,-39.22
1636.8,-39.82,11929.0,-38.99
1637.35,-40.07,11943.0,-39.36
1637.9,-40.56,11957.0,-40.09
1638.45,-41.21,11973.0,-41.06
1639.0,-39.89,11991.0,-39.09
1639.55,-41.09,12005.0,-40.88
1640.1,-39.87,12022.0,-39.06
1640.65,-40.76,12036.0,-40.39
1641.2,-41.49,12052.0,-41.48
1641.75,-38.25,12072.0,-36.64
1642.3,-41.31,12082.0,-41.21
1642.85,-41.14,12101.0,-40.96
1643.4,-40.81,12118.0,-40.46
1643.95,-39.44,12135.0,-38.42
1644.5,-41.76,12148.0,-41.88
1645.05,-40.06,12168.0,-39.34
1645.6,-41.39,12183.0,-41.33
1646.15,-41.11,12201.0,-40.91
1646.7,-38.96,12219.0,-37.7
1647.25,-40.26,12231.0,-39.64
1647.8,-41.12,12246.0,-40.93
1648.35,-40.98,12264.0,-40.72
1648.9,-39.4,12281.0,-38.36
1649.45,-40.69,12294.0,-40.28
1650.0,-40.47,12311.0,-39.96
1650.55,-40.65,12326.0,-40.22
1651.1,-41.58,12342.0,-41.61
1651.65,-41.51,12362.0,-41.51
1652.2,-41.28,12382.0,-41.16
1652.75,-41.83,12400.0,-41.99
1653.3,-39.92,12421.0,-39.13
1653.85,-41.85,12435.0,-42.01
1654.4,-41.68,12456.0,-41.76
1654.95,-40.78,12476.0,-40.42
1655.5,-41.52,12493.0,-41.52
1656.05,-41.93,12512.0,-42.13
1656.6,-42.29,12534.0,-42.67
1657.15,-42.23,12557.0,-42.58
1657.7,-41.31,12580.0,-41.21
1658.25,-39.94,12598.0,-39.16
1658.8,-41.4,12613.0,-41.34
1659.35,-39.43,12632.0,-38.4
1659.9,-39.31,12645.0,-38.22
1660.45,-39.69,12658.0,-38.79
1661.0,-38.59,12672.0,-37.15
1661.55,-39.37,12683.0,-38.31
1662.1,-39.12,12696.0,-37.94
1662.65,-37.07,12709.0,-34.88
1663.2,-38.43,12718.0,-36.91
1663.75,-37.64,12730.0,-35.73
1664.3,-39.01,12740.0,-37.78
1664.85,-38.72,12752.0,-37.34
1665.4,-37.42,12764.0,-35.4
1665.95,-37.82,12774.0,-36.0
1666.5,-37.88,12784.0,-36.09
1667.05,-38.82,12795.0,-37.49
1667.6,-38.88,12807.0,-37.58
1668.15,-39.61,12819.0,-38.67
1668.7,-37.75,12833.0,-35.9
1669.25,-38.21,12843.0,-36.58
1669.8,-39.38,12854.0,-38.33
1670.35,-38.5,12868.0,-37.01
1670.9,-39.72,12879.0,-38.84
1671.45,-39.24,12893.0,-38.12
1672.0,-39.48,12906.0,-38.48
1672.55,-40.06,12920.0,-39.34
1673.1,-40.8,12935.0,-40.45
1673.65,-39.74,12952.0,-38.87
1674.2,-38.84,12966.0,-37.52
1674.75,-40.89,12978.0,-40.58
1675.3,-39.67,12996.0,-38.76
1675.85,-40.52,13010.0,-40.03
1676.4,-39.24,13026.0,-38.12
1676.95,-39.13,13039.0,-37.96
1677.5,-39.15,13052.0,-37.99
1678.05,-39.63,13065.0,-38.7
1678.6,-39.25,13079.0,-38.13
1679.15,-38.09,13092.0,-36.4
1679.7,-38.63,13103.0,-37.21
1680.25,-40.07,13115.0,-39.36
1680.8,-38.48,13130.0,-36.99
1681.35,-38.15,13142.0,-36.49
1681.9,-37.38,13153.0,-35.34
1682.45,-37.35,13163.0,-35.3
1683.0,-38.45,13173.0,-36.94
1683.55,-38.14,13185.0,-36.48
1684.1,-37.8,13196.0,-35.97
1684.65,-37.71,13206.0,-35.84
1685.2,-37.76,13217.0,-35.91
1685.75,-38.71,13228.0,-37.33
1686.3,-36.68,13240.0,-34.3
1686.85,-37.67,13249.0,-35.78
1687.4,-37.49,13260.0,-35.51
1687.95,-38.55,13270.0,-37.09
1688.5,-37.67,13282.0,-35.78
1689.05,-38.24,13292.0,-36.63
1689.6,-37.58,13304.0,-35.64
1690.15,-37.09,13314.0,-34.91
1690.7,-35.97,13324.0,-33.24
1691.25,-36.21,13333.0,-33.6
1691.8,-37.77,13341.0,-35.93
1692.35,-37.22,13352.0,-35.1
1692.9,-37.34,13362.0,-35.28
1693.45,-37.79,13372.0,-35.96
1694.0,-37.31,13383.0,-35.24
1694.55,-37.39,13393.0,-35.36
1695.1,-38.64,13403.0,-37.22
1695.65,-39.39,13416.0,-38.34
1696.2,-39.02,13429.0,-37.79
1696.75,-37.63,13442.0,-35.72
1697.3,-37.57,13453.0,-35.63
1697.85,-37.96,13463.0,-36.21
1698.4,-37.33,13474.0,-35.27
1698.95,-37.4,13485.0,-35.37
1699.5,-36.94,13495.0,-34.69
1700.05,-38.01,13505.0,-36.28
1700.6,-37.69,13516.0,-35.81
1701.15,-37.58,13526.0,-35.64
1701.7,-36.33,13537.0,-33.78
1702.25,-37.03,13546.0,-34.82
1702.8,-37.54,13556.0,-35.58
1703.35,-37.45,13567.0,-35.45
1703.9,-38.0,13577.0,-36.27
1704.45,-37.14,13588.0,-34.99
1705.0,-38.16,13598.0,-36.51
1705.55,-37.73,13610.0,-35.87
1706.1,-37.18,13621.0,-35.04
1706.65,-38.02,13631.0,-36.3
1707.2,-37.94,13642.0,-36.18
1707.75,-38.05,13653.0,-36.34
1708.3,-36.54,13665.0,-34.09
1708.85,-37.35,13674.0,-35.3
1709.4,-37.96,13684.0,-36.21
1709.95,-38.21,13696.0,-36.58
1710.5,-36.82,13707.0,-34.51
1711.05,-37.09,13717.0,-34.91
1711.6,-37.33,13727.0,-35.27
1712.15,-36.7,13737.0,-34.33
1712.7,-36.65,13747.0,-34.25
1713.25,-37.92,13757.0,-36.15
1713.8,-38.35,13768.0,-36.79
1714.35,-37.32,13780.0,-35.25
1714.9,-39.27,13790.0,-38.16
1715.45,-39.04,13804.0,-37.82
1716.0,-40.19,13817.0,-39.54
1716.55,-39.23,13834.0,-38.1
1717.1,-39.36,13847.0,-38.3
1717.65,-39.12,13861.0,-37.94
1718.2,-38.68,13875.0,-37.28
1718.75,-36.79,13888.0,-34.46
1719.3,-37.18,13897.0,-35.04
1719.85,-37.45,13908.0,-35.45
1720.4,-36.9,13918.0,-34.63
1720.95,-36.5,13928.0,-34.03
1721.5,-38.7,13938.0,-37.31
1722.05,-36.45,13951.0,-33.96
1722.6,-38.16,13960.0,-36.51
1723.15,-37.89,13972.0,-36.1
1723.7,-36.75,13983.0,-34.4
1724.25,-37.34,13993.0,-35.28
1724.8,-36.74,14004.0,-34.39
1725.35,-36.74,14013.0,-34.39
1725.9,-37.79,14023.0,-35.96
1726.45,-36.87,14035.0,-34.58
1727.0,-36.48,14045.0,-34.0
1727.55,-36.32,14054.0,-33.76
1728.1,-36.24,14064.0,-33.64
1728.65,-36.78,14073.0,-34.45
1729.2,-35.6,14083.0,-32.69
1729.75,-36.67,14092.0,-34.28
1730.3,-34.97,14102.0,-31.75
1730.85,-36.52,14110.0,-34.06
1731.4,-34.81,14120.0,-31.51
1731.95,-35.44,14128.0,-32.45
1732.5,-35.58,14137.0,-32.66
1733.05,-35.71,14146.0,-32.85
1733.6,-36.96,14155.0,-34.72
1734.15,-35.92,14165.0,-33.16
1734.7,-36.85,14174.0,-34.55
1735.25,-35.99,14184.0,-33.27
1735.8,-35.26,14193.0,-32.18
1736.35,-35.72,14202.0,-32.87
1736.9,-37.13,14211.0,-34.97
1737.45,-35.97,14222.0,-33.24
1738.0,-35.8,14231.0,-32.99
1738.55,-35.56,14240.0,-32.63
1739.1,-35.51,14249.0,-32.55
1739.65,-36.25,14258.0,-33.66
1740.2,-36.31,14267.0,-33.75
1740.75,-36.17,14277.0,-33.54
1741.3,-34.12,14286.0,-30.48
1741.85,-35.36,14294.0,-32.33
1742.4,-34.16,14303.0,-30.54
1742.95,-35.42,14311.0,-32.42
1743.5,-35.99,14320.0,-33.27
1744.05,-34.89,14330.0,-31.63
1744.6,-35.55,14338.0,-32.61
1745.15,-35.25,14347.0,-32.16
1745.7,-34.76,14356.0,-31.43
1746.25,-35.46,14364.0,-32.48
1746.8,-36.57,14373.0,-34.13
1747.35,-34.32,14383.0,-30.78
1747.9,-35.47,14391.0,-32.49
1748.45,-35.72,14400.0,-32.87
1749.0,-36.58,14410.0,-34.15
1749.55,-36.01,14420.0,-33.3
1750.1,-37.48,14429.0,-35.49
1750.65,-35.79,14440.0,-32.97
1751.2,-36.15,14449.0,-33.51
1751.75,-37.12,14459.0,-34.96
1752.3,-37.45,14470.0,-35.45
1752.85,-38.1,14481.0,-36.42
1753.4,-39.08,14493.0,-37.88
1753.95,-38.38,14507.0,-36.84
1754.5,-40.48,14520.0,-39.97
1755.05,-40.58,14538.0,-40.12
1755.6,-40.32,14556.0,-39.73
1756.15,-39.08,14574.0,-37.88
1756.7,-38.39,14588.0,-36.85
1757.25,-39.79,14601.0,-38.94
1757.8,-38.64,14617.0,-37.22
1758.35,-39.27,14630.0,-38.16
1758.9,-39.6,14644.0,-38.66
1759.45,-41.67,14660.0,-41.75
1760.0,-39.47,14683.0,-38.46
1760.55,-38.99,14698.0,-37.75
1761.1,-39.75,14712.0,-38.88
1761.65,-38.42,14728.0,-36.9
1762.2,-38.88,14741.0,-37.58
1762.75,-40.4,14755.0,-39.85
1763.3,-39.4,14773.0,-38.36
1763.85,-39.61,14788.0,-38.67
1764.4,-40.6,14803.0,-40.15
1764.95,-39.71,14822.0,-38.82
1765.5,-39.12,14838.0,-37.94
1766.05,-40.31,14852.0,-39.72
1766.6,-39.42,14870.0,-38.39
1767.15,-39.01,14885.0,-37.78
1767.7,-39.48,14900.0,-38.48
1768.25,-38.61,14915.0,-37.18
1768.8,-38.43,14928.0,-36.91
1769.35,-39.57,14941.0,-38.61
1769.9,-40.05,14957.0,-39.33
1770.45,-38.76,14974.0,-37.4
1771.0,-39.63,14988.0,-38.7
1771.55,-39.22,15004.0,-38.09
1772.1,-39.6,15018.0,-38.66
1772.65,-39.9,15034.0,-39.1
1773.2,-39.9,15051.0,-39.1
1773.75,-40.31,15067.0,-39.72
1774.3,-38.66,15085.0,-37.25
1774.85,-40.54,15099.0,-40.06
1775.4,-40.0,15118.0,-39.25
1775.95,-41.71,15135.0,-41.81
1776.5,-40.71,15158.0,-40.31
1777.05,-39.38,15178.0,-38.33
1777.6,-38.7,15193.0,-37.31
1778.15,-39.29,15207.0,-38.19
1778.7,-39.62,15222.0,-38.69
1779.25,-38.45,15238.0,-36.94
1779.8,-41.99,15251.0,-42.22
1780.35,-39.52,15277.0,-38.54
1780.9,-40.13,15292.0,-39.45
1781.45,-39.63,15310.0,-38.7
1782.0,-40.56,15326.0,-40.09
1782.55,-39.83,15345.0,-39.0
1783.1,-40.39,15362.0,-39.84
1783.65,-39.39,15380.0,-38.34
1784.2,-40.38,15396.0,-39.82
1784.75,-39.83,15414.0,-39.0
1785.3,-39.71,15431.0,-38.82
1785.85,-41.05,15447.0,-40.82
1786.4,-41.64,15468.0,-41.7
1786.95,-40.4,15492.0,-39.85
1787.5,-41.05,15511.0,-40.82
1788.05,-40.47,15532.0,-39.96
1788.6,-41.44,15551.0,-41.4
1789.15,-40.91,15573.0,-40.61
1789.7,-39.44,15594.0,-38.42
1790.25,-39.84,15610.0,-39.01
1790.8,-39.89,15627.0,-39.09
1791.35,-39.02,15644.0,-37.79
1791.9,-39.71,15658.0,-38.82
1792.45,-38.26,15675.0,-36.66
1793.0,-39.58,15688.0,-38.63
1793.55,-39.5,15704.0,-38.51
1794.1,-39.05,15720.0,-37.84
1794.65,-40.14,15735.0,-39.46
1795.2,-38.79,15753.0,-37.45
1795.75,-40.7,15767.0,-40.3
1796.3,-39.96,15787.0,-39.19
1796.85,-40.34,15804.0,-39.76
1797.4,-39.32,15823.0,-38.24
1797.95,-39.9,15839.0,-39.1
1798.5,-38.36,15856.0,-36.81
1799.05,-39.42,15869.0,-38.39
1799.6,-38.04,15885.0,-36.33
1800.15,-39.51,15898.0,-38.52
1800.7,-40.21,15914.0,-39.57
1801.25,-39.46,15932.0,-38.45
1801.8,-39.89,15948.0,-39.09
1802.35,-39.19,15966.0,-38.04
1802.9,-40.76,15981.0,-40.39
1803.45,-40.44,16002.0,-39.91
1804.0,-40.96,16021.0,-40.69
1804.55,-37.95,16042.0,-36.19
1805.1,-40.33,16055.0,-39.75
1805.65,-40.05,16073.0,-39.33
1806.2,-38.34,16091.0,-36.78
1806.75,-40.58,16105.0,-40.12
1807.3,-39.74,16125.0,-38.87
1807.85,-40.92,16142.0,-40.63
1808.4,-41.18,16163.0,-41.01
1808.95,-40.38,16185.0,-39.82
1809.5,-39.66,16204.0,-38.75
1810.05,-39.26,16221.0,-38.15
1810.6,-40.41,16237.0,-39.87
1811.15,-39.81,16256.0,-38.97
1811.7,-38.68,16273.0,-37.28
1812.25,-39.25,16288.0,-38.13
1812.8,-40.9,16303.0,-40.6
1813.35,-40.48,16325.0,-39.97
1813.9,-40.01,16344.0,-39.27
1814.45,-40.01,16362.0,-39.27
1815.0,-38.32,16380.0,-36.75
1815.55,-40.9,16394.0,-40.6
1816.1,-41.08,16415.0,-40.87
1816.65,-39.96,16437.0,-39.19
1817.2,-40.41,16455.0,-39.87
1817.75,-39.9,16474.0,-39.1
1818.3,-39.6,16492.0,-38.66
1818.85,-40.72,16509.0,-40.33
1819.4,-40.02,16530.0,-39.28
1819.95,-41.46,16548.0,-41.43
1820.5,-40.98,16572.0,-40.72
1821.05,-39.34,16594.0,-38.27
1821.6,-38.92,16610.0,-37.64
1822.15,-38.55,16625.0,-37.09
1822.7,-38.93,16639.0,-37.66
1823.25,-38.97,16654.0,-37.72
1823.8,-39.93,16670.0,-39.15
1824.35,-38.87,16688.0,-37.57
1824.9,-39.81,16703.0,-38.97
1825.45,-37.82,16720.0,-36.0
1826.0,-37.85,16733.0,-36.04
1826.55,-39.49,16746.0,-38.49
1827.1,-39.1,16763.0,-37.91
1827.65,-37.5,16779.0,-35.52
1828.2,-39.22,16791.0,-38.09
1828.75,-39.73,16807.0,-38.85
1829.3,-37.67,16825.0,-35.78
1829.85,-39.51,16837.0,-38.52
1830.4,-39.18,16854.0,-38.03
1830.95,-37.27,16870.0,-35.18
1831.5,-39.08,16882.0,-37.88
1832.05,-38.11,16898.0,-36.43
1832.6,-39.92,16912.0,-39.13
1833.15,-37.58,16930.0,-35.64
1833.7,-39.57,16942.0,-38.61
1834.25,-39.52,16960.0,-38.54
1834.8,-39.13,16976.0,-37.96
1835.35,-40.3,16992.0,-39.7
1835.9,-40.18,17012.0,-39.52
1836.45,-40.1,17031.0,-39.4
1837.0,-37.79,17050.0,-35.96
1837.55,-37.78,17063.0,-35.94
1838.1,-38.18,17076.0,-36.54
1838.65,-39.67,17090.0,-38.76
1839.2,-39.16,17108.0,-38.0
1839.75,-40.46,17124.0,-39.94
1840.3,-39.06,17144.0,-37.85
1840.85,-37.94,17160.0,-36.18
1841.4,-40.01,17173.0,-39.27
1841.95,-39.04,17192.0,-37.82
1842.5,-38.55,17208.0,-37.09
1843.05,-38.12,17222.0,-36.45
1843.6,-38.15,17236.0,-36.49
1844.15,-38.5,17250.0,-37.01
1844.7,-39.97,17265.0,-39.21
1845.25,-38.08,17283.0,-36.39
1845.8,-39.34,17297.0,-38.27
1846.35,-39.57,17314.0,-38.61
1846.9,-38.38,17331.0,-36.84
1847.45,-40.22,17346.0,-39.58
1848.0,-38.67,17365.0,-37.27
1848.55,-38.34,17381.0,-36.78
1849.1,-38.96,17395.0,-37.7
1849.65,-38.39,17411.0,-36.85
1850.2,-38.66,17425.0,-37.25
1850.75,-39.56,17440.0,-38.6
1851.3,-40.25,17458.0,-39.63
1851.85,-40.39,17478.0,-39.84
1852.4,-39.95,17498.0,-39.18
1852.95,-40.43,17517.0,-39.9
1853.5,-39.49,17537.0,-38.49
1854.05,-39.95,17555.0,-39.18
1854.6,-37.29,17574.0,-35.21
1855.15,-39.05,17586.0,-37.84
1855.7,-38.76,17602.0,-37.4
1856.25,-39.15,17618.0,-37.99
1856.8,-38.21,17634.0,-36.58
1857.35,-39.91,17649.0,-39.12
1857.9,-40.1,17668.0,-39.4
1858.45,-37.23,17687.0,-35.12
1859.0,-39.38,17700.0,-38.33
1859.55,-38.89,17717.0,-37.6
1860.1,-38.73,17733.0,-37.36
1860.65,-39.59,17748.0,-38.64
1861.2,-38.11,17766.0,-36.43
1861.75,-40.21,17780.0,-39.57
1862.3,-39.76,17800.0,-38.9
1862.85,-38.51,17819.0,-37.03
1863.4,-39.45,17834.0,-38.43
1863.95,-38.79,17851.0,-37.45
1864.5,-39.38,17867.0,-38.33
1865.05,-37.83,17884.0,-36.01
1865.6,-38.93,17898.0,-37.66
1866.15,-38.14,17914.0,-36.48
1866.7,-40.74,17928.0,-40.36
1867.25,-39.74,17951.0,-38.87
1867.8,-39.95,17969.0,-39.18
1868.35,-38.73,17988.0,-37.36
1868.9,-39.9,18004.0,-39.1
1869.45,-39.49,18023.0,-38.49
1870.0,-38.52,18041.0,-37.04
1870.55,-39.82,18056.0,-38.99
1871.1,-39.67,18075.0,-38.76
1871.65,-39.09,18093.0,-37.9
1872.2,-39.49,18110.0,-38.49
1872.75,-41.06,18128.0,-40.84
1873.3,-39.56,18152.0,-38.6
1873.85,-41.73,18170.0,-41.84
1874.4,-39.13,18198.0,-37.96
1874.95,-40.67,18214.0,-40.25
1875.5,-39.82,18237.0,-38.99
1876.05,-39.16,18256.0,-38.0
1876.6,-39.96,18273.0,-39.19
1877.15,-39.31,18292.0,-38.22
1877.7,-40.11,18310.0,-39.42
1878.25,-41.2,18330.0,-41.04
1878.8,-41.06,18355.0,-40.84
1879.35,-40.09,18379.0,-39.39
1879.9,-40.26,18399.0,-39.64
1880.45,-40.77,18419.0,-40.4
1881.0,-40.35,18442.0,-39.78
1881.55,-38.59,18463.0,-37.15
1882.1,-40.4,18479.0,-39.85
1882.65,-40.14,18500.0,-39.46
1883.2,-40.18,18521.0,-39.52
1883.75,-38.71,18541.0,-37.33
1884.3,-40.52,18557.0,-40.03
1884.85,-40.86,18579.0,-40.54
1885.4,-40.19,18603.0,-39.54
1885.95,-40.97,18623.0,-40.7
1886.5,-40.23,18647.0,-39.6
1887.05,-39.85,18668.0,-39.03
1887.6,-40.8,18687.0,-40.45
1888.15,-41.05,18711.0,-40.82
1888.7,-41.5,18735.0,-41.49
1889.25,-40.47,18762.0,-39.96
1889.8,-41.04,18784.0,-40.81
1890.35,-41.4,18808.0,-41.34
1890.9,-39.53,18834.0,-38.55
1891.45,-40.7,18853.0,-40.3
1892.0,-40.01,18876.0,-39.27
1892.55,-39.28,18896.0,-38.18
1893.1,-40.31,18914.0,-39.72
1893.65,-37.8,18935.0,-35.97
1894.2,-40.73,18949.0,-40.34
1894.75,-40.55,18972.0,-40.07
1895.3,-39.32,18995.0,-38.24
1895.85,-40.73,19013.0,-40.34
1896.4,-40.11,19036.0,-39.42
1896.95,-40.31,19057.0,-39.72
1897.5,-40.55,19078.0,-40.07
1898.05,-38.93,19101.0,-37.66
1898.6,-40.33,19117.0,-39.75
1899.15,-41.97,19139.0,-42.19
1899.7,-40.75,19169.0,-40.37
1900.25,-41.11,19193.0,-40.91
1900.8,-41.01,19218.0,-40.76
1901.35,-40.12,19243.0,-39.43
1901.9,-41.1,19263.0,-40.9
1902.45,-40.78,19289.0,-40.42
1903.0,-41.31,19312.0,-41.21
1903.55,-41.05,19339.0,-40.82
1904.1,-39.94,19364.0,-39.16
1904.65,-41.56,19384.0,-41.58
1905.2,-41.0,19412.0,-40.75
1905.75,-41.14,19436.0,-40.96
1906.3,-40.14,19462.0,-39.46
1906.85,-40.8,19483.0,-40.45
1907.4,-41.08,19507.0,-40.87
1907.95,-42.54,19532.0,-43.04
1908.5,-40.86,19567.0,-40.54
1909.05,-41.26,19591.0,-41.13
1909.6,-40.79,19618.0,-40.43
1910.15,-41.68,19642.0,-41.76
1910.7,-42.36,19670.0,-42.78
1911.25,-41.82,19704.0,-41.97
1911.8,-42.04,19734.0,-42.3
1912.35,-40.41,19765.0,-39.87
1912.9,-39.89,19787.0,-39.09
1913.45,-41.46,19808.0,-41.43
1914.0,-41.34,19835.0,-41.25
1914.55,-40.2,19862.0,-39.55
1915.1,-41.58,19884.0,-41.61
1915.65,-41.82,19912.0,-41.97
1916.2,-42.61,19942.0,-43.15
1916.75,-41.4,19978.0,-41.34
1917.3,-41.4,20005.0,-41.34
1917.85,-40.66,20033.0,-40.24
1918.4,-39.88,20057.0,-39.07
1918.95,-40.08,20077.0,-39.37
1919.5,-40.82,20098.0,-40.48
1920.05,-41.4,20123.0,-41.34
1920.6,-40.5,20150.0,-40.0
1921.15,-41.3,20173.0,-41.19
1921.7,-42.35,20200.0,-42.76
1922.25,-40.65,20234.0,-40.22
1922.8,-40.72,20258.0,-40.33
1923.35,-40.86,20282.0,-40.54
1923.9,-41.59,20307.0,-41.63
1924.45,-40.75,20336.0,-40.37
1925.0,-40.51,20360.0,-40.01
1925.55,-40.31,20384.0,-39.72
1926.1,-40.82,20406.0,-40.48
1926.65,-40.34,20431.0,-39.76
1927.2,-40.34,20453.0,-39.76
1927.75,-40.22,20476.0,-39.58
1928.3,-41.92,20498.0,-42.12
1928.85,-41.31,20529.0,-41.21
1929.4,-42.6,20557.0,-43.13
1929.95,-41.64,20593.0,-41.7
1930.5,-41.0,20623.0,-40.75
1931.05,-41.38,20648.0,-41.31
1931.6,-40.72,20676.0,-40.33
1932.15,-40.74,20701.0,-40.36
1932.7,-40.88,20725.0,-40.57
1933.25,-41.12,20751.0,-40.93
1933.8,-40.2,20777.0,-39.55
1934.35,-40.72,20799.0,-40.33
1934.9,-41.32,20824.0,-41.22
1935.45,-42.82,20852.0,-43.46
1936.0,-41.35,20890.0,-41.27
1936.55,-40.09,20918.0,-39.39
1937.1,-39.4,20940.0,-38.36
1937.65,-40.79,20960.0,-40.43
1938.2,-40.96,20985.0,-40.69
1938.75,-41.44,21011.0,-41.4
1939.3,-40.39,21039.0,-39.84
1939.85,-40.45,21062.0,-39.93
1940.4,-39.69,21086.0,-38.79
1940.95,-38.81,21106.0,-37.48
1941.5,-38.09,21124.0,-36.4
1942.05,-39.27,21140.0,-38.16
1942.6,-39.81,21159.0,-38.97
1943.15,-41.2,21180.0,-41.04
1943.7,-40.77,21208.0,-40.4
1944.25,-41.55,21233.0,-41.57
1944.8,-41.43,21262.0,-41.39
1945.35,-42.1,21291.0,-42.39
1945.9,-41.09,21325.0,-40.88
1946.45,-41.66,21352.0,-41.73
1947.0,-40.81,21382.0,-40.46
1947.55,-40.25,21407.0,-39.63
1948.1,-39.33,21430.0,-38.25
1948.65,-38.03,21450.0,-36.31
1949.2,-37.69,21466.0,-35.81
1949.75,-37.83,21481.0,-36.01
1950.3,-39.59,21497.0,-38.64
1950.85,-39.76,21517.0,-38.9
1951.4,-38.61,21538.0,-37.18
1951.95,-41.25,21556.0,-41.12
1952.5,-41.64,21584.0,-41.7
1953.05,-41.48,21615.0,-41.46
1953.6,-40.61,21644.0,-40.16
1954.15,-42.13,21669.0,-42.43
1954.7,-41.59,21703.0,-41.63
1955.25,-41.93,21733.0,-42.13
1955.8,-41.02,21766.0,-40.78
1956.35,-42.48,21793.0,-42.96
1956.9,-43.27,21830.0,-44.13
1957.45,-42.99,21874.0,-43.72
1958.0,-41.25,21916.0,-41.12
1958.55,-42.01,21945.0,-42.25
1959.1,-41.77,21978.0,-41.9
1959.65,-44.31,22010.0,-45.69
1960.2,-42.81,22069.0,-43.45
1960.75,-42.08,22109.0,-42.36
1961.3,-42.27,22143.0,-42.64
1961.85,-42.16,22178.0,-42.48
1962.4,-42.28,22213.0,-42.66
1962.95,-43.14,22249.0,-43.94
1963.5,-43.79,22293.0,-44.91
1964.05,-41.09,22344.0,-40.88
1964.6,-41.8,22372.0,-41.94
1965.15,-42.01,22404.0,-42.25
1965.7,-42.0,22438.0,-42.24
1966.25,-41.22,22472.0,-41.07
1966.8,-41.04,22500.0,-40.81
1967.35,-40.91,22528.0,-40.61
1967.9,-40.81,22555.0,-40.46
1968.45,-41.34,22581.0,-41.25
1969.0,-41.49,22610.0,-41.48
1969.55,-41.48,22641.0,-41.46
1970.1,-39.71,22671.0,-38.82
1970.65,-40.99,22692.0,-40.73
1971.2,-41.55,22720.0,-41.57
1971.75,-39.73,22751.0,-38.85
1972.3,-42.88,22772.0,-43.55
1972.85,-42.01,22814.0,-42.25
1973.4,-41.35,22848.0,-41.27
1973.95,-40.02,22878.0,-39.28
1974.5,-40.33,22901.0,-39.75
1975.05,-42.23,22925.0,-42.58
1975.6,-41.81,22961.0,-41.96
1976.15,-41.86,22994.0,-42.03
1976.7,-40.79,23027.0,-40.43
1977.25,-40.77,23054.0,-40.4
1977.8,-41.2,23080.0,-41.04
