Depth (m),del18O,Age (yrs BP),temperature
817.3,-35.6,4101.9,-32.69
817.85,-34.5,4105.6,-31.04
818.4,-33.74,4109.1,-29.91
818.95,-35.04,4112.3,-31.85
819.5,-36.37,4115.9,-33.84
820.05,-33.96,4119.9,-30.24
820.6,-34.62,4123.3,-31.22
821.15,-34.31,4126.7,-30.76
821.7,-34.53,4130.1,-31.09
822.25,-36.06,4133.6,-33.37
822.8,-35.81,4137.5,-33.0
823.35,-35.02,4141.3,-31.82
823.9,-34.72,4144.9,-31.37
824.45,-34.44,4148.4,-30.96
825.0,-34.77,4151.8,-31.45
825.55,-35.39,4155.3,-32.37
826.1,-34.92,4159.0,-31.67
826.65,-35.2,4162.5,-32.09
827.2,-35.36,4166.2,-32.33
827.75,-35.02,4169.9,-31.82
828.3,-35.15,4173.4,-32.01
828.85,-34.58,4177.1,-31.16
829.4,-35.21,4180.5,-32.1
829.95,-34.74,4184.2,-31.4
830.5,-35.6,4187.7,-32.69
831.05,-34.22,4191.5,-30.63
831.6,-33.64,4194.9,-29.76
832.15,-35.55,4198.2,-32.61
832.7,-34.54,4201.9,-31.1
833.25,-34.06,4205.4,-30.39
833.8,-34.78,4208.7,-31.46
834.35,-34.98,4212.3,-31.76
834.9,-34.06,4215.9,-30.39
835.45,-35.91,4219.2,-33.15
836.0,-34.67,4223.1,-31.3
836.55,-34.53,4226.6,-31.09
837.1,-34.95,4230.1,-31.72
837.65,-34.7,4233.7,-31.34
838.2,-34.82,4237.2,-31.52
838.75,-35.26,4240.8,-32.18
839.3,-35.25,4244.5,-32.16
839.85,-34.68,4248.1,-31.31
840.4,-34.02,4251.7,-30.33
840.95,-34.24,4255.0,-30.66
841.5,-34.9,4258.5,-31.64
842.05,-34.23,4262.0,-30.64
842.6,-36.42,4265.5,-33.91
843.15,-35.39,4269.6,-32.37
843.7,-34.55,4273.3,-31.12
844.25,-34.61,4276.8,-31.21
844.8,-35.9,4280.3,-33.13
845.35,-34.96,4284.2,-31.73
845.9,-35.26,4287.8,-32.18
846.45,-35.56,4291.5,-32.63
847.0,-34.49,4295.3,-31.03
847.55,-34.62,4298.8,-31.22
848.1,-34.6,4302.3,-31.19
848.65,-34.67,4305.9,-31.3
849.2,-34.37,4309.4,-30.85
849.75,-34.72,4312.9,-31.37
850.3,-34.77,4316.4,-31.45
850.85,-35.36,4320.0,-32.33
851.4,-34.38,4323.7,-30.87
851.95,-34.19,4327.2,-30.58
852.5,-35.33,4330.7,-32.28
853.05,-34.12,4334.4,-30.48
853.6,-35.43,4337.8,-32.43
854.15,-34.5,4341.6,-31.04
854.7,-36.3,4345.1,-33.73
855.25,-35.36,4349.2,-32.33
855.8,-34.13,4352.9,-30.49
856.35,-34.39,4356.4,-30.88
856.9,-35.94,4359.9,-33.19
857.45,-35.23,4363.8,-32.13
858.0,-34.38,4367.5,-30.87
858.55,-35.88,4371.0,-33.1
859.1,-33.73,4375.0,-29.9
859.65,-34.31,4378.3,-30.76
860.2,-33.69,4381.8,-29.84
860.75,-34.19,4385.2,-30.58
861.3,-33.36,4388.6,-29.34
861.85,-35.25,4392.0,-32.16
862.4,-35.27,4395.7,-32.19
862.95,-34.64,4399.4,-31.25
863.5,-35.23,4403.0,-32.13
864.05,-36.31,4406.7,-33.75
864.6,-33.93,4410.8,-30.19
865.15,-33.53,4414.3,-29.6
865.7,-34.61,4417.6,-31.21
866.25,-34.56,4421.2,-31.13
866.8,-34.33,4424.7,-30.79
867.35,-34.34,4428.2,-30.81
867.9,-34.11,4431.7,-30.46
868.45,-35.43,4435.2,-32.43
869.0,-36.23,4439.0,-33.63
869.55,-34.88,4443.1,-31.61
870.1,-34.59,4446.8,-31.18
870.65,-35.34,4450.3,-32.3
871.2,-36.04,4454.1,-33.34
871.75,-34.55,4458.1,-31.12
872.3,-33.86,4461.7,-30.09
872.85,-35.28,4465.1,-32.21
873.4,-34.35,4468.9,-30.82
873.95,-35.7,4472.4,-32.84
874.5,-35.39,4476.3,-32.37
875.05,-34.74,4480.1,-31.4
875.6,-34.59,4483.7,-31.18
876.15,-34.76,4487.3,-31.43
876.7,-35.16,4491.0,-32.03
877.25,-33.93,4494.7,-30.19
877.8,-34.84,4498.1,-31.55
878.35,-35.22,4501.8,-32.12
878.9,-34.65,4505.6,-31.27
879.45,-35.34,4509.2,-32.3
880.0,-35.79,4513.0,-32.97
880.55,-34.06,4516.9,-30.39
881.1,-34.55,4520.4,-31.12
881.65,-35.17,4524.0,-32.04
882.2,-35.24,4527.7,-32.15
882.75,-35.17,4531.5,-32.04
883.3,-34.07,4535.3,-30.4
883.85,-33.81,4538.8,-30.01
884.4,-35.44,4542.2,-32.45
884.95,-35.62,4546.1,-32.72
885.5,-34.03,4550.0,-30.34
886.05,-34.6,4553.5,-31.19
886.6,-35.05,4557.1,-31.87
887.15,-33.63,4560.8,-29.75
887.7,-34.82,4564.2,-31.52
888.25,-34.96,4567.9,-31.73
888.8,-35.68,4571.6,-32.81
889.35,-35.12,4575.5,-31.97
889.9,-35.19,4579.3,-32.07
890.45,-35.83,4583.1,-33.03
891.0,-35.32,4587.1,-32.27
891.55,-34.6,4590.9,-31.19
892.1,-36.11,4594.5,-33.45
892.65,-34.59,4598.6,-31.18
893.2,-34.7,4602.3,-31.34
893.75,-34.84,4605.9,-31.55
894.3,-34.76,4609.6,-31.43
894.85,-34.69,4613.3,-31.33
895.4,-35.19,4616.9,-32.07
895.95,-35.96,4620.7,-33.22
896.5,-37.04,4624.8,-34.84
897.05,-34.31,4629.4,-30.76
897.6,-33.94,4632.9,-30.21
898.15,-34.51,4636.4,-31.06
898.7,-34.37,4640.1,-30.85
899.25,-34.38,4643.6,-30.87
899.8,-34.6,4647.2,-31.19
900.35,-34.03,4650.9,-30.34
900.9,-34.83,4654.4,-31.54
901.45,-34.61,4658.1,-31.21
902.0,-34.66,4661.8,-31.28
902.55,-35.36,4665.4,-32.33
903.1,-35.03,4669.3,-31.84
903.65,-35.01,4673.1,-31.81
904.2,-36.43,4676.8,-33.93
904.75,-34.62,4681.1,-31.22
905.3,-34.81,4684.8,-31.51
905.85,-34.65,4688.5,-31.27
906.4,-34.25,4692.2,-30.67
906.95,-35.21,4695.7,-32.1
907.5,-36.67,4699.6,-34.28
908.05,-35.22,4704.0,-32.12
908.6,-35.84,4707.8,-33.04
909.15,-34.88,4711.9,-31.61
909.7,-34.88,4715.6,-31.61
910.25,-35.5,4719.4,-32.54
910.8,-35.57,4723.3,-32.64
911.35,-35.73,4727.3,-32.88
911.9,-34.66,4731.3,-31.28
912.45,-34.9,4735.0,-31.64
913.0,-35.9,4738.7,-33.13
913.55,-35.41,4742.8,-32.4
914.1,-33.53,4746.7,-29.6
914.65,-34.74,4750.2,-31.4
915.2,-34.83,4753.9,-31.54
915.75,-34.9,4757.7,-31.64
916.3,-35.33,4761.4,-32.28
916.85,-34.46,4765.3,-30.99
917.4,-33.9,4769.0,-30.15
917.95,-34.76,4772.5,-31.43
918.5,-36.07,4776.2,-33.39
919.05,-34.71,4780.4,-31.36
919.6,-35.26,4784.1,-32.18
920.15,-35.01,4788.0,-31.81
920.7,-35.27,4791.8,-32.19
921.25,-36.52,4795.7,-34.06
921.8,-34.72,4800.1,-31.37
922.35,-34.33,4803.8,-30.79
922.9,-34.72,4807.4,-31.37
923.45,-34.88,4811.2,-31.61
924.0,-34.28,4815.0,-30.72
924.55,-34.02,4818.6,-30.33
925.1,-35.38,4822.2,-32.36
925.65,-35.47,4826.1,-32.49
926.2,-34.49,4830.1,-31.03
926.75,-34.42,4833.8,-30.93
927.3,-34.94,4837.4,-31.7
927.85,-34.31,4841.2,-30.76
928.4,-34.65,4844.9,-31.27
928.95,-35.0,4848.6,-31.79
929.5,-35.21,4852.4,-32.1
930.05,-34.63,4856.3,-31.24
930.6,-35.03,4860.1,-31.84
931.15,-34.25,4863.9,-30.67
931.7,-34.5,4867.5,-31.04
932.25,-35.39,4871.2,-32.37
932.8,-35.0,4875.2,-31.79
933.35,-35.28,4879.0,-32.21
933.9,-35.16,4883.0,-32.03
934.45,-35.57,4886.9,-32.64
935.0,-34.98,4890.9,-31.76
935.55,-34.11,4894.7,-30.46
936.1,-35.21,4898.3,-32.1
936.65,-33.96,4902.2,-30.24
937.2,-34.2,4905.8,-30.6
937.75,-33.9,4909.5,-30.15
938.3,-34.92,4913.1,-31.67
938.85,-34.5,4916.9,-31.04
939.4,-35.27,4920.6,-32.19
939.95,-35.49,4924.6,-32.52
940.5,-35.3,4928.6,-32.24
941.05,-34.94,4932.5,-31.7
941.6,-34.32,4936.4,-30.78
942.15,-33.38,4940.1,-29.37
942.7,-34.52,4943.6,-31.07
943.25,-35.2,4947.3,-32.09
943.8,-34.43,4951.2,-30.94
944.35,-34.96,4954.9,-31.73
944.9,-35.03,4958.8,-31.84
945.45,-35.5,4962.7,-32.54
946.0,-33.79,4966.7,-29.99
946.55,-36.22,4970.3,-33.61
947.1,-34.42,4974.6,-30.93
947.65,-34.79,4978.3,-31.48
948.2,-34.25,4982.2,-30.67
948.75,-33.98,4985.8,-30.27
949.3,-35.22,4989.5,-32.12
949.85,-35.3,4993.4,-32.24
950.4,-34.72,4997.4,-31.37
950.95,-34.42,5001.2,-30.93
951.5,-34.17,5004.9,-30.55
952.05,-33.72,5008.6,-29.88
952.6,-34.31,5012.2,-30.76
953.15,-33.69,5015.9,-29.84
953.7,-34.37,5019.5,-30.85
954.25,-35.38,5023.2,-32.36
954.8,-35.88,5027.3,-33.1
955.35,-35.06,5031.5,-31.88
955.9,-34.8,5035.4,-31.49
956.45,-34.85,5039.2,-31.57
957.0,-35.47,5043.1,-32.49
957.55,-33.66,5047.1,-29.79
958.1,-34.05,5050.7,-30.37
958.65,-34.11,5054.4,-30.46
959.2,-34.66,5058.1,-31.28
959.75,-35.12,5061.9,-31.97
960.3,-34.78,5065.8,-31.46
960.85,-35.5,5069.7,-32.54
961.4,-35.62,5073.8,-32.72
961.95,-34.35,5077.9,-30.82
962.5,-34.15,5081.6,-30.52
963.05,-34.71,5085.3,-31.36
963.6,-35.29,5089.2,-32.22
964.15,-35.48,5093.2,-32.51
964.7,-35.24,5097.2,-32.15
965.25,-35.8,5101.2,-32.99
965.8,-36.14,5105.4,-33.49
966.35,-33.75,5109.8,-29.93
966.9,-35.17,5113.4,-32.04
967.45,-34.76,5117.4,-31.43
968.0,-33.83,5121.3,-30.04
968.55,-34.75,5124.9,-31.42
969.1,-33.83,5128.8,-30.04
969.65,-34.42,5132.4,-30.93
970.2,-35.8,5136.2,-32.99
970.75,-35.24,5140.4,-32.15
971.3,-34.13,5144.4,-30.49
971.85,-34.18,5148.2,-30.57
972.4,-35.0,5151.9,-31.79
972.95,-34.95,5155.8,-31.72
973.5,-34.03,5159.8,-30.34
974.05,-34.66,5163.5,-31.28
974.6,-34.95,5167.3,-31.72
975.15,-35.54,5171.3,-32.6
975.7,-35.68,5175.4,-32.81
976.25,-34.95,5179.6,-31.72
976.8,-35.38,5183.5,-32.36
977.35,-34.61,5187.6,-31.21
977.9,-34.97,5191.5,-31.75
978.45,-35.89,5195.4,-33.12
979.0,-33.91,5199.7,-30.16
979.55,-34.12,5203.4,-30.48
980.1,-35.79,5207.1,-32.97
980.65,-34.97,5211.4,-31.75
981.2,-35.24,5215.3,-32.15
981.75,-34.46,5219.4,-30.99
982.3,-35.17,5223.2,-32.04
982.85,-34.21,5227.2,-30.61
983.4,-35.16,5231.0,-32.03
983.95,-35.77,5235.0,-32.94
984.5,-34.95,5239.3,-31.72
985.05,-35.63,5243.2,-32.73
985.6,-35.24,5247.4,-32.15
986.15,-35.91,5251.5,-33.15
986.7,-35.46,5255.8,-32.48
987.25,-33.85,5259.9,-30.07
987.8,-35.17,5263.6,-32.04
988.35,-34.73,5267.7,-31.39
988.9,-36.09,5271.6,-33.42
989.45,-35.08,5276.0,-31.91
990.0,-34.85,5280.0,-31.57
990.55,-35.32,5284.0,-32.27
991.1,-34.27,5288.1,-30.7
991.65,-35.19,5291.9,-32.07
992.2,-34.52,5295.9,-31.07
992.75,-35.46,5299.8,-32.48
993.3,-34.95,5303.9,-31.72
993.85,-34.31,5307.9,-30.76
994.4,-35.84,5311.8,-33.04
994.95,-33.87,5316.1,-30.1
995.5,-34.39,5319.8,-30.88
996.05,-34.32,5323.6,-30.78
996.6,-35.28,5327.5,-32.21
997.15,-36.44,5331.6,-33.94
997.7,-35.27,5336.2,-32.19
998.25,-34.84,5340.3,-31.55
998.8,-35.49,5344.2,-32.52
999.35,-34.91,5348.4,-31.66
999.9,-35.37,5352.4,-32.34
1000.45,-35.15,5356.6,-32.01
1001.0,-35.02,5360.6,-31.82
1001.55,-33.47,5364.7,-29.51
1002.1,-33.12,5368.3,-28.99
1002.65,-35.16,5372.0,-32.03
1003.2,-33.87,5376.1,-30.1
1003.75,-34.81,5379.8,-31.51
1004.3,-35.27,5383.8,-32.19
1004.85,-35.21,5387.9,-32.1
1005.4,-35.9,5392.0,-33.13
1005.95,-35.17,5396.4,-32.04
1006.5,-34.9,5400.5,-31.64
1007.05,-34.44,5404.5,-30.96
1007.6,-36.09,5408.4,-33.42
1008.15,-34.69,5412.8,-31.33
1008.7,-34.4,5416.8,-30.9
1009.25,-34.48,5420.7,-31.01
1009.8,-35.12,5424.6,-31.97
1010.35,-35.16,5428.7,-32.03
1010.9,-35.12,5432.8,-31.97
1011.45,-34.65,5436.9,-31.27
1012.0,-34.31,5440.8,-30.76
1012.55,-34.75,5444.7,-31.42
1013.1,-34.55,5448.7,-31.12
1013.65,-34.18,5452.6,-30.57
1014.2,-34.8,5456.5,-31.49
1014.75,-35.73,5460.5,-32.88
1015.3,-35.96,5464.8,-33.22
1015.85,-34.55,5469.2,-31.12
1016.4,-34.4,5473.2,-30.9
1016.95,-34.86,5477.1,-31.58
1017.5,-34.31,5481.1,-30.76
1018.05,-34.75,5485.0,-31.42
1018.6,-35.32,5489.0,-32.27
1019.15,-35.16,5493.2,-32.03
1019.7,-35.23,5497.3,-32.13
1020.25,-35.42,5501.5,-32.42
1020.8,-34.03,5505.7,-30.34
1021.35,-35.06,5509.5,-31.88
1021.9,-35.44,5513.7,-32.45
1022.45,-34.61,5517.9,-31.21
1023.0,-34.98,5521.9,-31.76
1023.55,-34.68,5526.0,-31.31
1024.1,-35.21,5530.0,-32.1
1024.65,-34.29,5534.1,-30.73
1025.2,-34.03,5538.0,-30.34
1025.75,-33.39,5541.9,-29.39
1026.3,-34.25,5545.6,-30.67
1026.85,-34.57,5549.5,-31.15
1027.4,-35.56,5553.5,-32.63
1027.95,-35.82,5557.8,-33.01
1028.5,-35.31,5562.2,-32.25
1029.05,-35.28,5566.4,-32.21
1029.6,-33.76,5570.6,-29.94
1030.15,-34.38,5574.4,-30.87
1030.7,-34.17,5578.4,-30.55
1031.25,-34.24,5582.2,-30.66
1031.8,-35.35,5586.2,-32.31
1032.35,-34.73,5590.4,-31.39
1032.9,-35.37,5594.4,-32.34
1033.45,-34.3,5598.7,-30.75
1034.0,-34.68,5602.6,-31.31
1034.55,-34.46,5606.7,-30.99
1035.1,-35.39,5610.6,-32.37
1035.65,-34.47,5614.9,-31.0
1036.2,-33.89,5618.9,-30.13
1036.75,-35.71,5622.7,-32.85
1037.3,-34.87,5627.1,-31.6
1037.85,-35.96,5631.2,-33.22
1038.4,-33.65,5635.7,-29.78
1038.95,-34.22,5639.5,-30.63
1039.5,-34.11,5643.4,-30.46
1040.05,-34.13,5647.3,-30.49
1040.6,-34.45,5651.3,-30.97
1041.15,-35.71,5655.2,-32.85
1041.7,-35.07,5659.7,-31.9
1042.25,-35.47,5663.8,-32.49
1042.8,-34.25,5668.1,-30.67
1043.35,-34.93,5672.1,-31.69
1043.9,-34.01,5676.2,-30.31
1044.45,-35.55,5680.1,-32.61
1045.0,-34.61,5684.5,-31.21
1045.55,-34.64,5688.5,-31.25
1046.1,-33.74,5692.6,-29.91
1046.65,-35.48,5696.4,-32.51
1047.2,-35.81,5700.8,-33.0
1047.75,-35.14,5705.2,-32.0
1048.3,-34.19,5709.4,-30.58
1048.85,-34.53,5713.4,-31.09
1049.4,-34.76,5717.4,-31.43
1049.95,-34.79,5721.5,-31.48
1050.5,-35.26,5725.6,-32.18
1051.05,-34.52,5729.9,-31.07
1051.6,-34.15,5733.9,-30.52
1052.15,-34.67,5737.9,-31.3
1052.7,-34.22,5742.0,-30.63
1053.25,-34.33,5745.9,-30.79
1053.8,-34.55,5749.9,-31.12
1054.35,-33.69,5754.0,-29.84
1054.9,-33.72,5757.9,-29.88
1055.45,-34.49,5761.7,-31.03
1056.0,-34.77,5765.8,-31.45
1056.55,-37.09,5769.9,-34.91
1057.1,-34.95,5775.1,-31.72
1057.65,-34.71,5779.2,-31.36
1058.2,-35.97,5783.4,-33.24
1058.75,-35.49,5787.9,-32.52
1059.3,-34.76,5792.3,-31.43
1059.85,-35.76,5796.4,-32.93
1060.4,-34.95,5800.9,-31.72
1060.95,-34.59,5805.1,-31.18
1061.5,-35.22,5809.2,-32.12
1062.05,-34.08,5813.5,-30.42
1062.6,-34.43,5817.5,-30.94
1063.15,-33.83,5821.5,-30.04
1063.7,-35.72,5825.4,-32.87
1064.25,-34.73,5829.9,-31.39
1064.8,-34.03,5834.0,-30.34
1065.35,-35.06,5838.0,-31.88
1065.9,-34.64,5842.3,-31.25
1066.45,-34.1,5846.4,-30.45
1067.0,-33.97,5850.4,-30.25
1067.55,-34.11,5854.3,-30.46
1068.1,-35.14,5858.3,-32.0
1068.65,-35.56,5862.6,-32.63
1069.2,-34.54,5867.0,-31.1
1069.75,-34.45,5871.1,-30.97
1070.3,-34.58,5875.2,-31.16
1070.85,-35.74,5879.3,-32.9
1071.4,-34.08,5883.8,-30.42
1071.95,-33.85,5887.8,-30.07
1072.5,-34.84,5891.8,-31.55
1073.05,-33.95,5896.0,-30.22
1073.6,-35.52,5899.9,-32.57
1074.15,-34.56,5904.4,-31.13
1074.7,-35.26,5908.5,-32.18
1075.25,-35.09,5912.9,-31.93
1075.8,-34.9,5917.1,-31.64
1076.35,-34.07,5921.4,-30.4
1076.9,-33.86,5925.4,-30.09
1077.45,-36.96,5929.3,-34.72
1078.0,-35.35,5934.5,-32.31
1078.55,-34.93,5938.9,-31.69
1079.1,-34.81,5943.1,-31.51
1079.65,-35.44,5947.3,-32.45
1080.2,-34.84,5951.8,-31.55
1080.75,-35.27,5956.0,-32.19
1081.3,-35.31,5960.4,-32.25
1081.85,-35.04,5964.7,-31.85
1082.4,-35.81,5969.0,-33.0
1082.95,-35.55,5973.6,-32.61
1083.5,-35.68,5978.1,-32.81
1084.05,-34.12,5982.6,-30.48
1084.6,-35.16,5986.7,-32.03
1085.15,-35.23,5991.0,-32.13
1085.7,-34.97,5995.4,-31.75
1086.25,-33.79,5999.7,-29.99
1086.8,-34.13,6003.7,-30.49
1087.35,-35.39,6007.7,-32.37
1087.9,-34.82,6012.1,-31.52
1088.45,-35.81,6016.4,-33.0
1089.0,-34.95,6021.0,-31.72
1089.55,-35.66,6025.3,-32.78
1090.1,-34.6,6029.8,-31.19
1090.65,-35.04,6034.0,-31.85
1091.2,-34.32,6038.3,-30.78
1091.75,-35.74,6042.4,-32.9
1092.3,-34.57,6047.0,-31.15
1092.85,-34.74,6051.2,-31.4
1093.4,-34.73,6055.5,-31.39
1093.95,-34.47,6059.7,-31.0
1094.5,-35.55,6063.9,-32.61
1095.05,-33.92,6068.4,-30.18
1095.6,-34.92,6072.4,-31.67
1096.15,-34.78,6076.7,-31.46
1096.7,-35.76,6081.0,-32.93
1097.25,-34.55,6085.6,-31.12
1097.8,-33.61,6089.8,-29.72
1098.35,-35.18,6093.8,-32.06
1098.9,-36.03,6098.2,-33.33
1099.45,-34.4,6102.9,-30.9
1100.0,-34.41,6107.1,-30.91
1100.55,-34.56,6111.2,-31.13
1101.1,-34.31,6115.4,-30.76
1101.65,-34.17,6119.6,-30.55
1102.2,-34.63,6123.7,-31.24
1102.75,-34.12,6127.9,-30.48
1103.3,-35.67,6132.0,-32.79
1103.85,-35.14,6136.6,-32.0
1104.4,-34.96,6141.0,-31.73
1104.95,-36.02,6145.4,-33.31
1105.5,-35.79,6150.1,-32.97
1106.05,-35.51,6154.8,-32.55
1106.6,-34.51,6159.3,-31.06
1107.15,-34.88,6163.6,-31.61
1107.7,-34.36,6167.9,-30.84
1108.25,-35.67,6172.1,-32.79
1108.8,-34.81,6176.7,-31.51
1109.35,-35.55,6181.0,-32.61
1109.9,-34.34,6185.6,-30.81
1110.45,-34.74,6189.7,-31.4
1111.0,-34.34,6194.0,-30.81
1111.55,-34.28,6198.2,-30.72
1112.1,-33.41,6202.4,-29.42
1112.65,-35.0,6206.4,-31.79
1113.2,-34.53,6210.8,-31.09
1113.75,-34.97,6215.0,-31.75
1114.3,-35.17,6219.4,-32.04
1114.85,-34.87,6223.8,-31.6
1115.4,-35.59,6228.2,-32.67
1115.95,-35.14,6232.8,-32.0
1116.5,-34.94,6237.2,-31.7
1117.05,-34.79,6241.6,-31.48
1117.6,-35.51,6246.0,-32.55
1118.15,-35.04,6250.5,-31.85
1118.7,-34.2,6255.0,-30.6
1119.25,-34.3,6259.1,-30.75
1119.8,-34.61,6263.3,-31.21
1120.35,-34.69,6267.6,-31.33
1120.9,-35.83,6271.9,-33.03
1121.45,-34.55,6276.7,-31.12
1122.0,-34.57,6280.9,-31.15
1122.55,-35.13,6285.2,-31.99
1123.1,-34.74,6289.7,-31.4
1123.65,-36.02,6294.0,-33.31
1124.2,-34.52,6298.9,-31.07
1124.75,-35.5,6303.1,-32.54
1125.3,-35.14,6307.8,-32.0
1125.85,-34.13,6312.2,-30.49
1126.4,-34.87,6316.4,-31.6
1126.95,-34.31,6320.8,-30.76
1127.5,-34.56,6325.0,-31.13
1128.05,-34.44,6329.3,-30.96
1128.6,-35.47,6333.6,-32.49
1129.15,-35.12,6338.2,-31.97
1129.7,-35.43,6342.7,-32.43
1130.25,-35.41,6347.3,-32.4
1130.8,-34.77,6351.9,-31.45
1131.35,-34.54,6356.3,-31.1
1131.9,-34.47,6360.6,-31.0
1132.45,-33.49,6364.9,-29.54
1133.0,-35.93,6368.9,-33.18
1133.55,-35.05,6373.8,-31.87
1134.1,-34.77,6378.2,-31.45
1134.65,-35.11,6382.6,-31.96
1135.2,-35.85,6387.1,-33.06
1135.75,-34.64,6391.9,-31.25
1136.3,-35.1,6396.3,-31.94
1136.85,-34.5,6400.8,-31.04
1137.4,-35.21,6405.1,-32.1
1137.95,-35.61,6409.6,-32.7
1138.5,-34.9,6414.3,-31.64
1139.05,-34.65,6418.8,-31.27
1139.6,-34.8,6423.1,-31.49
1140.15,-34.39,6427.6,-30.88
1140.7,-34.72,6431.9,-31.37
1141.25,-35.01,6436.3,-31.81
1141.8,-35.22,6440.7,-32.12
1142.35,-34.22,6445.3,-30.63
1142.9,-34.9,6449.6,-31.64
1143.45,-36.36,6454.0,-33.82
1144.0,-34.8,6459.1,-31.49
1144.55,-35.87,6463.5,-33.09
1145.1,-34.21,6468.4,-30.61
1145.65,-34.37,6472.6,-30.85
1146.2,-34.74,6477.0,-31.4
1146.75,-34.85,6481.4,-31.57
1147.3,-34.61,6485.8,-31.21
1147.85,-35.49,6490.2,-32.52
1148.4,-34.6,6494.9,-31.19
1148.95,-34.99,6499.3,-31.78
1149.5,-34.06,6503.8,-30.39
1150.05,-35.1,6508.1,-31.94
1150.6,-34.37,6512.6,-30.85
1151.15,-35.16,6516.9,-32.03
1151.7,-34.39,6521.5,-30.88
1152.25,-35.02,6525.9,-31.82
1152.8,-35.04,6530.4,-31.85
1153.35,-35.56,6534.9,-32.63
1153.9,-34.67,6539.7,-31.3
1154.45,-34.86,6544.1,-31.58
1155.0,-34.64,6548.6,-31.25
1155.55,-34.85,6553.0,-31.57
1156.1,-34.59,6557.5,-31.18
1156.65,-35.43,6561.9,-32.43
1157.2,-34.96,6566.6,-31.73
1157.75,-34.36,6571.1,-30.84
1158.3,-34.54,6575.5,-31.1
1158.85,-35.21,6579.9,-32.1
1159.4,-34.8,6584.5,-31.49
1159.95,-34.7,6589.0,-31.34
1160.5,-35.01,6593.5,-31.81
1161.05,-34.09,6598.0,-30.43
1161.6,-35.31,6602.3,-32.25
1162.15,-36.0,6607.0,-33.28
1162.7,-35.2,6612.0,-32.09
1163.25,-34.86,6616.6,-31.58
1163.8,-34.11,6621.1,-30.46
1164.35,-35.18,6625.4,-32.06
1164.9,-34.86,6630.1,-31.58
1165.45,-34.67,6634.6,-31.3
1166.0,-35.81,6639.1,-33.0
1166.55,-33.61,6644.0,-29.72
1167.1,-34.75,6648.2,-31.42
1167.65,-34.75,6652.7,-31.42
1168.2,-34.93,6657.2,-31.69
1168.75,-34.66,6661.7,-31.28
1169.3,-35.15,6666.2,-32.01
1169.85,-34.63,6670.9,-31.24
1170.4,-34.59,6675.3,-31.18
1170.95,-34.03,6679.8,-30.34
1171.5,-33.88,6684.1,-30.12
1172.05,-34.22,6688.4,-30.63
1172.6,-34.45,6692.7,-30.97
1173.15,-34.51,6697.2,-31.06
1173.7,-35.1,6701.6,-31.94
1174.25,-35.17,6706.3,-32.04
1174.8,-35.51,6710.9,-32.55
1175.35,-34.81,6715.7,-31.51
1175.9,-34.13,6720.3,-30.49
1176.45,-34.37,6724.7,-30.85
1177.0,-34.16,6729.1,-30.54
1177.55,-33.76,6733.4,-29.94
1178.1,-34.31,6737.7,-30.76
1178.65,-35.0,6742.1,-31.79
1179.2,-35.42,6746.8,-32.42
1179.75,-34.52,6751.5,-31.07
1180.3,-36.01,6756.0,-33.3
1180.85,-34.75,6761.1,-31.42
1181.4,-34.34,6765.6,-30.81
1181.95,-34.78,6770.1,-31.46
1182.5,-35.08,6774.6,-31.91
1183.05,-35.36,6779.3,-32.33
1183.6,-35.36,6784.1,-32.33
1184.15,-34.86,6788.9,-31.58
1184.7,-34.64,6793.5,-31.25
1185.25,-34.9,6798.0,-31.64
1185.8,-35.44,6802.6,-32.45
1186.35,-35.23,6807.4,-32.13
1186.9,-34.93,6812.2,-31.69
1187.45,-34.16,6816.8,-30.54
1188.0,-34.55,6821.2,-31.12
1188.55,-35.81,6825.7,-33.0
1189.1,-35.2,6830.7,-32.09
1189.65,-34.27,6835.5,-30.7
1190.2,-33.7,6839.9,-29.85
1190.75,-35.49,6844.2,-32.52
1191.3,-34.75,6849.1,-31.42
1191.85,-34.29,6853.7,-30.73
1192.4,-33.46,6858.1,-29.49
1192.95,-35.13,6862.4,-31.99
1193.5,-35.4,6867.1,-32.39
1194.05,-34.91,6872.0,-31.66
1194.6,-34.71,6876.6,-31.36
1195.15,-34.43,6881.2,-30.94
1195.7,-33.69,6885.7,-29.84
1196.25,-34.08,6890.0,-30.42
1196.8,-34.84,6894.5,-31.55
1197.35,-34.92,6899.1,-31.67
1197.9,-35.59,6903.8,-32.67
1198.45,-35.31,6908.7,-32.25
1199.0,-33.88,6913.5,-30.12
1199.55,-34.51,6917.9,-31.06
1200.1,-35.69,6922.5,-32.82
1200.65,-34.66,6927.4,-31.28
1201.2,-35.01,6932.0,-31.81
1201.75,-34.65,6936.8,-31.27
1202.3,-34.04,6941.4,-30.36
1202.85,-34.63,6945.8,-31.24
1203.4,-34.67,6950.4,-31.3
1203.95,-34.01,6955.0,-30.31
1204.5,-35.05,6959.4,-31.87
1205.05,-35.35,6964.2,-32.31
1205.6,-34.83,6969.1,-31.54
1206.15,-35.73,6973.7,-32.88
1206.7,-34.52,6978.8,-31.07
1207.25,-35.32,6983.3,-32.27
1207.8,-34.41,6988.2,-30.91
1208.35,-34.85,6992.8,-31.57
1208.9,-34.28,6997.4,-30.72
1209.45,-34.46,7002.0,-30.99
1210.0,-35.02,7006.5,-31.82
